,REACT_SMILES,rxn_nrj
23,[H]C([H])(Cl)C([H])([H])[N+](=O)[O-].F>>[H]C([H])(F)C([H])([H])[N+](=O)[O-].Cl,-43.77231484633913
24,[H]C([H])(F)C([H])([N+](=O)[O-])[N+](=O)[O-].H>>[H]C([H])([H])C([H])([N+](=O)[O-])[N+](=O)[O-].F,-32.78057538317541
25,[H]C([H])(F)C([H])([N+](=O)[O-])[N+](=O)[O-].Cl>>[H]C([H])(Cl)C([H])([N+](=O)[O-])[N+](=O)[O-].F,43.08104512639545
26,[H]C([H])(Cl)C([H])([N+](=O)[O-])[N+](=O)[O-].H>>[H]C([H])([H])C([H])([N+](=O)[O-])[N+](=O)[O-].Cl,-75.84533439941794
27,[H]C([H])(Cl)C([H])([N+](=O)[O-])[N+](=O)[O-].F>>[H]C([H])(F)C([H])([N+](=O)[O-])[N+](=O)[O-].Cl,-43.06431717711834
28,[H]C([H])(F)[C@@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])(C#N)[N+](=O)[O-].F,-31.035077564226164
29,[H]C([H])(F)[C@@]([H])(C#N)[N+](=O)[O-].Cl>>[H]C([H])(Cl)[C@@]([H])(C#N)[N+](=O)[O-].F,43.70814476061028
30,[H]C([H])(Cl)[C@@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-74.7431040033152
31,[H]C([H])(Cl)[C@@]([H])(C#N)[N+](=O)[O-].F>>[H]C([H])(F)[C@@]([H])(C#N)[N+](=O)[O-].Cl,-43.70799991278975
32,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])F.H>>[H]C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H].F,-29.34448636859529
33,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])F.Cl>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])Cl.F,43.407790507534685
34,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])Cl.H>>[H]C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H].Cl,-72.75214751087532
35,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])Cl.F>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])F.Cl,-43.40779088672552
36,[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])F.H>>[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[H].F,-28.92464246061409
37,[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])F.Cl>>[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])Cl.F,43.66242641375749
38,[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])Cl.H>>[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-72.5870284352564
39,[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])Cl.F>>[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])F.Cl,-43.662415998578616
40,[H]C([H])(F)C([H])([H])C#N.H>>[H]C([H])([H])C([H])([H])C#N.F,-28.81447979615957
41,[H]C([H])(F)C([H])([H])C#N.Cl>>[H]C([H])(Cl)C([H])([H])C#N.F,43.89553469765573
42,[H]C([H])(Cl)C([H])([H])C#N.H>>[H]C([H])([H])C([H])([H])C#N.Cl,-72.70997917066866
43,[H]C([H])(Cl)C([H])([H])C#N.F>>[H]C([H])(F)C([H])([H])C#N.Cl,-43.89548209378521
44,[H]C([H])(F)[C@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@]([H])(C#N)[N+](=O)[O-].F,-31.034971942169
45,[H]C([H])(F)[C@]([H])(C#N)[N+](=O)[O-].Cl>>[H]C([H])(Cl)[C@]([H])(C#N)[N+](=O)[O-].F,43.70816620588798
46,[H]C([H])(Cl)[C@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@]([H])(C#N)[N+](=O)[O-].Cl,-74.74300721460395
47,[H]C([H])(Cl)[C@]([H])(C#N)[N+](=O)[O-].F>>[H]C([H])(F)[C@]([H])(C#N)[N+](=O)[O-].Cl,-43.70798632929908
48,[H]C([H])(F)C([H])(C#N)C#N.H>>[H]C([H])([H])C([H])(C#N)C#N.F,-30.734073233126235
49,[H]C([H])(F)C([H])(C#N)C#N.Cl>>[H]C([H])(Cl)C([H])(C#N)C#N.F,43.94829075429429
50,[H]C([H])(Cl)C([H])(C#N)C#N.H>>[H]C([H])([H])C([H])(C#N)C#N.Cl,-74.68234340162893
51,[H]C([H])(Cl)C([H])(C#N)C#N.F>>[H]C([H])(F)C([H])(C#N)C#N.Cl,-43.94819862854322
52,[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])F.H>>[H]C([H])([H])C([H])(C#N)C([H])([H])[H].F,-28.10239529362036
53,[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])F.Cl>>[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])Cl.F,44.09091815402847
54,[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])Cl.H>>[H]C([H])([H])C([H])(C#N)C([H])([H])[H].Cl,-72.19334175422688
55,[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])Cl.F>>[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])F.Cl,-44.090916037477854
56,[H]N([H])[C@@]([H])(C#N)C([H])([H])F.H>>[H]N([H])[C@@]([H])(C#N)C([H])([H])[H].F,-28.45050670855429
57,[H]N([H])[C@@]([H])(C#N)C([H])([H])F.F>>[H]N([H])[C@@]([H])(C#N)C([H])([H])F.F,1.0077573231550832
58,[H]N([H])[C@@]([H])(C#N)C([H])([H])F.Cl>>[H]N([H])[C@@]([H])(C#N)C([H])([H])Cl.F,44.67014155705797
59,[H]N([H])[C@@]([H])(C#N)C([H])([H])Cl.H>>[H]N([H])[C@@]([H])(C#N)C([H])([H])[H].Cl,-72.34258360395668
60,[H]N([H])[C@@]([H])(C#N)C([H])([H])Cl.F>>[H]N([H])[C@@]([H])(C#N)C([H])([H])F.Cl,-42.88431957224735
61,[H]C([H])([H])C([H])([H])C([H])([H])F.H>>[H]C([H])([H])C([H])([H])C([H])([H])[H].F,-26.408328651622963
62,[H]C([H])([H])C([H])([H])C([H])([H])F.Cl>>[H]C([H])([H])C([H])([H])C([H])([H])Cl.F,43.775541946450005
63,[H]C([H])([H])C([H])([H])C([H])([H])Cl.H>>[H]C([H])([H])C([H])([H])C([H])([H])[H].Cl,-70.1838744101522
64,[H]C([H])([H])C([H])([H])C([H])([H])Cl.F>>[H]C([H])([H])C([H])([H])C([H])([H])F.Cl,-43.775447557877705
65,[H]C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])F.H>>[H]C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H].F,-29.34446387838705
66,[H]C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])F.Cl>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])Cl.F,43.40781005652829
67,[H]C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])Cl.H>>[H]C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H].Cl,-72.75215465920611
68,[H]C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])Cl.F>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])F.Cl,-43.40780570615553
69,[H]C([H])([H])[C@]([H])(C#N)C([H])([H])F.H>>[H]C([H])([H])C([H])(C#N)C([H])([H])[H].F,-28.10232557144588
70,[H]C([H])([H])[C@]([H])(C#N)C([H])([H])F.Cl>>[H]C([H])([H])[C@]([H])(C#N)C([H])([H])Cl.F,44.0909978515711
71,[H]C([H])([H])[C@]([H])(C#N)C([H])([H])Cl.H>>[H]C([H])([H])C([H])(C#N)C([H])([H])[H].Cl,-72.19335176658404
72,[H]C([H])([H])[C@]([H])(C#N)C([H])([H])Cl.F>>[H]C([H])([H])[C@]([H])(C#N)C([H])([H])F.Cl,-44.09097004899056
73,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])F.H>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H].F,-26.41623157552573
74,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])F.Cl>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl.F,43.52763567138808
75,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl.H>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H].Cl,-69.94368431187439
76,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl.F>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])F.Cl,-43.52740710834812
77,[H]N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])F.H>>[H]N([H])C([H])(C([H])([H])[H])C([H])([H])[H].F,-25.78709332926337
78,[H]N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])F.Cl>>[H]N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])Cl.F,43.505525721453466
79,[H]N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])Cl.H>>[H]N([H])C([H])(C([H])([H])[H])C([H])([H])[H].Cl,-69.29265058068893
80,[H]N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])Cl.F>>[H]N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])F.Cl,-43.50556890602153
81,[H]N([H])C([H])([H])C([H])([H])F.H>>[H]N([H])C([H])([H])C([H])([H])[H].F,-26.105593326021857
82,[H]N([H])C([H])([H])C([H])([H])F.Cl>>[H]N([H])C([H])([H])C([H])([H])Cl.F,43.57831102712567
83,[H]N([H])C([H])([H])C([H])([H])Cl.H>>[H]N([H])C([H])([H])C([H])([H])[H].Cl,-69.68386581090499
84,[H]N([H])C([H])([H])C([H])([H])Cl.F>>[H]N([H])C([H])([H])C([H])([H])F.Cl,-43.57827260281457
85,[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])F.H>>[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-28.924660441587665
86,[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])F.Cl>>[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])Cl.F,43.66240487984172
87,[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])Cl.H>>[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-72.58702394485509
88,[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])Cl.F>>[H]N([H])[C@]([H])([N+](=O)[O-])C([H])([H])F.Cl,-43.6624114373382
89,[H]N([H])[C@]([H])(C#N)C([H])([H])F.H>>[H]N([H])[C@]([H])(C#N)C([H])([H])[H].F,-28.45050641991876
90,[H]N([H])[C@]([H])(C#N)C([H])([H])F.F>>[H]N([H])[C@]([H])(C#N)C([H])([H])F.F,1.0077577812552008
91,[H]N([H])[C@]([H])(C#N)C([H])([H])F.Cl>>[H]N([H])[C@]([H])(C#N)C([H])([H])Cl.F,44.6701473125404
92,[H]N([H])[C@]([H])(C#N)C([H])([H])Cl.H>>[H]N([H])[C@]([H])(C#N)C([H])([H])[H].Cl,-72.32992787963184
93,[H]N([H])[C@]([H])(C#N)C([H])([H])Cl.F>>[H]N([H])[C@]([H])(C#N)C([H])([H])F.Cl,-42.87166367849356
94,[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])F.H>>[H]N([H])C([H])(C([H])([H])[H])C([H])([H])[H].F,-25.787098001613487
95,[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])F.Cl>>[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])Cl.F,43.50552069326697
96,[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])Cl.H>>[H]N([H])C([H])(C([H])([H])[H])C([H])([H])[H].Cl,-69.29265053110869
97,[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])Cl.F>>[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])F.Cl,-43.50556533738487
98,[H]N([H])C([H])(N([H])[H])C([H])([H])F.H>>[H]N([H])C([H])(N([H])[H])C([H])([H])[H].F,-25.80085552495704
99,[H]N([H])C([H])(N([H])[H])C([H])([H])F.Cl>>[H]N([H])C([H])(N([H])[H])C([H])([H])Cl.F,43.82976213690013
100,[H]N([H])C([H])(N([H])[H])C([H])([H])Cl.H>>[H]N([H])C([H])(N([H])[H])C([H])([H])[H].Cl,-69.36213898885825
101,[H]N([H])C([H])(N([H])[H])C([H])([H])Cl.F>>[H]N([H])C([H])(N([H])[H])C([H])([H])F.Cl,-43.54050749290455
102,[H]C([H])([H])[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([H])C([H])([H])[N+](=O)[O-].F,-25.419257728121643
103,[H]C([H])([H])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@]([H])(Cl)[N+](=O)[O-].F,48.08288881342192
104,[H]C([H])([H])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([H])C([H])([H])[N+](=O)[O-].Cl,-73.50217355168724
105,[H]C([H])([H])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])([H])[C@@]([H])(F)[N+](=O)[O-].Cl,-48.08284608757821
106,[H]C([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,-29.2906828613468
107,[H]C([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].F,46.467917039224176
108,[H]C([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-75.75832482448729
109,[H]C([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].Cl,-46.46757576190401
110,[H]C([H])(C#N)[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])(C#N)C([H])([H])[N+](=O)[O-].F,-27.70409004688177
111,[H]C([H])(C#N)[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])(C#N)[C@@]([H])(Cl)[N+](=O)[O-].F,47.0841263288213
112,[H]C([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])(C#N)C([H])([H])[N+](=O)[O-].Cl,-74.78824989298715
113,[H]C([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])(C#N)[C@@]([H])(F)[N+](=O)[O-].Cl,-47.08347857863435
114,[H]C([H])([H])C([H])([H])[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([H])C([H])([H])C([H])([H])[N+](=O)[O-].F,-25.092695413106306
115,[H]C([H])([H])C([H])([H])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])([H])C([H])([H])[C@@]([H])(Cl)[N+](=O)[O-].F,47.7706458669381
116,[H]C([H])([H])C([H])([H])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([H])C([H])([H])C([H])([H])[N+](=O)[O-].Cl,-72.8633375375202
117,[H]C([H])([H])C([H])([H])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])([H])C([H])([H])[C@@]([H])(F)[N+](=O)[O-].Cl,-47.77058162155332
118,[H]N([H])C([H])([H])[C@]([H])(F)[N+](=O)[O-].H>>[H]N([H])C([H])([H])C([H])([H])[N+](=O)[O-].F,-25.51656468341961
119,[H]N([H])C([H])([H])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]N([H])C([H])([H])[C@@]([H])(Cl)[N+](=O)[O-].F,47.159806350233424
120,[H]N([H])C([H])([H])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]N([H])C([H])([H])C([H])([H])[N+](=O)[O-].Cl,-72.6763175028904
121,[H]N([H])C([H])([H])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]N([H])C([H])([H])[C@@]([H])(F)[N+](=O)[O-].Cl,-46.44737464503468
122,[H]C([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,-29.2906828613468
123,[H]C([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].F,46.467917039224176
124,[H]C([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-75.75832482398795
125,[H]C([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].Cl,-46.46757576140463
126,[H]C([N+](=O)[O-])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].F,-32.01963932547927
127,[H]C([N+](=O)[O-])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([N+](=O)[O-])([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].F,44.96444416297378
128,[H]C([N+](=O)[O-])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].Cl,-76.98424503382313
129,[H]C([N+](=O)[O-])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([N+](=O)[O-])([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].Cl,-44.96432651990833
130,[H][C@@](F)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F,-31.4671858580772
131,[H][C@@](F)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl>>[H][C@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F,45.67543907714708
132,[H][C@@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-77.76000494830754
133,[H][C@@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F>>[H][C@](F)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-47.13282659739523
134,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,-28.1915058734208
135,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].F,47.002008851312105
136,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-74.99707364777065
137,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].Cl,-47.25306527995063
138,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].H>>[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,-28.618446855905123
139,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].F>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].F,-2.053622654172536
140,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(F)[N+](=O)[O-].Cl>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].F,45.57055414391528
141,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].H>>[H]N([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-75.56090260386642
142,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].F>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].Cl,-48.99607840213381
143,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(Cl)[N+](=O)[O-].Cl>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].Cl,-1.3719016041173404
144,[H]C([H])(C#N)[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])(C#N)C([H])([H])[N+](=O)[O-].F,-27.70409004755948
145,[H]C([H])(C#N)[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])(C#N)[C@@]([H])(Cl)[N+](=O)[O-].F,47.084126328143576
146,[H]C([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])(C#N)C([H])([H])[N+](=O)[O-].Cl,-74.78824989298715
147,[H]C([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])(C#N)[C@@]([H])(F)[N+](=O)[O-].Cl,-47.08347857863435
148,[H][C@@](F)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].F,-30.62693664108025
149,[H][C@@](F)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].Cl>>[H][C@@](C#N)([N+](=O)[O-])[C@@]([H])(Cl)[N+](=O)[O-].F,47.132859940907686
150,[H][C@@](Cl)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].Cl,-77.1431842567418
151,[H][C@@](Cl)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].F>>[H][C@@](C#N)([N+](=O)[O-])[C@@]([H])(F)[N+](=O)[O-].Cl,-45.67133910309142
152,[H]C(C#N)(C#N)[C@]([H])(F)[N+](=O)[O-].H>>[H]C(C#N)(C#N)C([H])([H])[N+](=O)[O-].F,-29.43764849309532
153,[H]C(C#N)(C#N)[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C(C#N)(C#N)[C@@]([H])(Cl)[N+](=O)[O-].F,46.79670977854556
154,[H]C(C#N)(C#N)[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C(C#N)(C#N)C([H])([H])[N+](=O)[O-].Cl,-76.23440869504151
155,[H]C(C#N)(C#N)[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C(C#N)(C#N)[C@@]([H])(F)[N+](=O)[O-].Cl,-46.796745365350354
156,[H]C([H])([H])[C@@]([H])(C#N)[C@]([H])(F)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])[N+](=O)[O-].F,-27.88597360520868
157,[H]C([H])([H])[C@@]([H])(C#N)[C@]([H])(F)[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@]([H])(C#N)[C@@]([H])(Cl)[N+](=O)[O-].F,47.48535321045125
158,[H]C([H])([H])[C@@]([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])(C#N)C([H])([H])[N+](=O)[O-].Cl,-74.72504121012093
159,[H]C([H])([H])[C@@]([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].F>>[H]C([H])([H])[C@@]([H])(C#N)[C@@]([H])(F)[N+](=O)[O-].Cl,-47.60840324478895
160,[H]N([H])[C@@]([H])(C#N)[C@]([H])(F)[N+](=O)[O-].H>>[H]N([H])[C@@]([H])(C#N)C([H])([H])[N+](=O)[O-].F,-27.66343121590439
161,[H]N([H])[C@@]([H])(C#N)[C@]([H])(F)[N+](=O)[O-].Cl>>[H]N([H])[C@@]([H])(C#N)[C@@]([H])(Cl)[N+](=O)[O-].F,47.15126806126365
162,[H]N([H])[C@@]([H])(C#N)[C@]([H])(Cl)[N+](=O)[O-].H>>[H]N([H])[C@@]([H])(C#N)C([H])([H])[N+](=O)[O-].Cl,-74.59873078121406
